Year_Birth,Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts
1975.00,1.00,2.00,83829.00,897.00,161.00,430.00,186.00,161.00
1979.00,2.00,1.00,54210.00,70.00,54.00,109.00,80.00,9.00
1986.00,1.00,1.00,38508.00,120.00,19.00,206.00,25.00,19.00
1970.00,1.00,1.00,53187.00,211.00,2.00,30.00,7.00,7.00
1972.00,1.00,1.00,30023.00,11.00,0.00,16.00,7.00,6.00
1960.00,3.00,0.00,76045.00,760.00,53.00,400.00,17.00,93.00
1952.00,3.00,1.00,50870.00,53.00,0.00,8.00,0.00,0.00
1970.00,2.00,1.00,15315.00,7.00,4.00,13.00,15.00,8.00
1974.00,2.00,1.00,65463.00,391.00,32.00,70.00,21.00,32.00
1965.00,1.00,1.00,66480.00,199.00,9.00,57.00,20.00,21.00
1954.00,1.00,2.00,76773.00,516.00,56.00,449.00,86.00,33.00
1983.00,2.00,0.00,81698.00,709.00,45.00,115.00,30.00,160.00
1973.00,3.00,0.00,54466.00,12.00,0.00,4.00,0.00,0.00
1960.00,2.00,0.00,98777.00,1000.00,19.00,711.00,125.00,115.00
1984.00,3.00,0.00,16269.00,19.00,3.00,18.00,3.00,1.00
1971.00,1.00,1.00,71819.00,1224.00,28.00,140.00,0.00,14.00
1983.00,3.00,1.00,33569.00,16.00,2.00,18.00,3.00,0.00
1983.00,2.00,1.00,36262.00,88.00,39.00,54.00,64.00,28.00
1966.00,0.00,1.00,22634.00,2.00,23.00,11.00,8.00,6.00
1978.00,2.00,1.00,47025.00,508.00,11.00,59.00,23.00,5.00
1968.00,1.00,0.00,70566.00,381.00,28.00,215.00,84.00,28.00
1979.00,3.00,1.00,31605.00,74.00,0.00,42.00,2.00,1.00
1973.00,2.00,2.00,52034.00,146.00,0.00,93.00,7.00,13.00
1979.00,1.00,0.00,48526.00,23.00,17.00,23.00,43.00,20.00
1954.00,1.00,1.00,46734.00,110.00,5.00,137.00,26.00,23.00
1962.00,1.00,2.00,39552.00,165.00,3.00,147.00,4.00,24.00
1966.00,1.00,0.00,86358.00,957.00,47.00,494.00,82.00,47.00
1977.00,1.00,1.00,46931.00,41.00,0.00,17.00,3.00,1.00
1985.00,0.00,0.00,16581.00,1.00,3.00,4.00,2.00,3.00
1952.00,2.00,2.00,63998.00,176.00,29.00,818.00,0.00,33.00
1951.00,2.00,1.00,67381.00,815.00,8.00,53.00,11.00,0.00
1967.00,1.00,0.00,25930.00,6.00,1.00,2.00,2.00,0.00
1978.00,1.00,1.00,42693.00,8.00,4.00,20.00,6.00,3.00
1976.00,1.00,1.00,85606.00,717.00,42.00,864.00,219.00,30.00
1985.00,1.00,0.00,72903.00,1067.00,138.00,750.00,0.00,19.00
1974.00,2.00,1.00,49669.00,166.00,5.00,107.00,11.00,8.00
1968.00,3.00,1.00,36778.00,29.00,4.00,34.00,2.00,4.00
1962.00,3.00,2.00,85696.00,714.00,76.00,395.00,116.00,0.00
1989.00,2.00,2.00,10979.00,8.00,4.00,10.00,2.00,2.00
1961.00,1.00,1.00,49678.00,229.00,5.00,56.00,3.00,2.00
1953.00,2.00,1.00,56129.00,320.00,48.00,133.00,39.00,72.00
1989.00,1.00,1.00,37155.00,23.00,0.00,26.00,7.00,15.00
1978.00,2.00,2.00,21282.00,1.00,5.00,8.00,4.00,8.00
1962.00,3.00,0.00,33419.00,56.00,0.00,12.00,0.00,0.00
1945.00,1.00,3.00,63285.00,508.00,124.00,249.00,50.00,38.00
1974.00,2.00,1.00,21255.00,29.00,0.00,25.00,2.00,2.00
1981.00,1.00,1.00,42162.00,46.00,7.00,59.00,2.00,4.00
1956.00,1.00,1.00,54450.00,454.00,0.00,171.00,8.00,19.00
1954.00,3.00,1.00,57744.00,350.00,3.00,39.00,0.00,0.00
1986.00,1.00,0.00,26576.00,10.00,0.00,8.00,0.00,0.00
1943.00,3.00,3.00,57513.00,735.00,40.00,183.00,52.00,20.00
1964.00,1.00,1.00,68142.00,897.00,126.00,196.00,91.00,112.00
1979.00,1.00,1.00,7500.00,5.00,2.00,3.00,3.00,0.00
1974.00,1.00,1.00,83145.00,777.00,35.00,731.00,39.00,137.00
1960.00,2.00,1.00,54197.00,162.00,6.00,37.00,6.00,13.00
1963.00,3.00,0.00,23091.00,35.00,0.00,11.00,0.00,0.00
1976.00,1.00,1.00,46049.00,342.00,9.00,112.00,19.00,14.00
1974.00,1.00,1.00,56715.00,258.00,105.00,239.00,237.00,172.00
1961.00,1.00,1.00,79410.00,658.00,80.00,483.00,123.00,13.00
1951.00,1.00,1.00,57304.00,356.00,80.00,329.00,138.00,17.00
1965.00,1.00,1.00,44375.00,213.00,5.00,28.00,7.00,7.00
1956.00,1.00,1.00,54450.00,454.00,0.00,171.00,8.00,19.00
1965.00,1.00,1.00,59594.00,457.00,4.00,29.00,0.00,0.00
1994.00,1.00,1.00,80685.00,241.00,45.00,604.00,34.00,26.00
1974.00,3.00,1.00,40344.00,210.00,0.00,6.00,0.00,0.00
1972.00,1.00,1.00,62710.00,441.00,35.00,83.00,7.00,29.00
1968.00,2.00,1.00,48985.00,19.00,13.00,18.00,10.00,7.00
1968.00,1.00,1.00,35322.00,28.00,9.00,37.00,12.00,7.00
1948.00,1.00,1.00,77142.00,476.00,75.00,162.00,29.00,151.00
1969.00,1.00,0.00,81657.00,364.00,40.00,425.00,158.00,60.00
1996.00,0.00,1.00,14421.00,0.00,0.00,2.00,3.00,3.00
1974.00,2.00,1.00,20130.00,0.00,6.00,3.00,7.00,6.00
1990.00,3.00,1.00,74214.00,863.00,83.00,547.00,86.00,99.00
1957.00,2.00,1.00,66726.00,349.00,7.00,35.00,0.00,0.00
1979.00,0.00,1.00,23724.00,5.00,23.00,15.00,0.00,18.00
1960.00,2.00,1.00,47353.00,184.00,2.00,19.00,8.00,8.00
1952.00,2.00,1.00,33444.00,8.00,0.00,8.00,0.00,0.00
1981.00,1.00,1.00,54386.00,277.00,21.00,64.00,62.00,21.00
1981.00,1.00,2.00,28510.00,44.00,5.00,19.00,0.00,4.00
1991.00,2.00,0.00,90638.00,1156.00,120.00,915.00,94.00,144.00
1950.00,1.00,1.00,48070.00,373.00,14.00,83.00,6.00,9.00
1957.00,1.00,1.00,43140.00,134.00,8.00,76.00,6.00,0.00
1961.00,3.00,2.00,54959.00,1148.00,0.00,60.00,0.00,0.00
1958.00,0.00,0.00,15056.00,6.00,12.00,3.00,21.00,6.00
1971.00,1.00,0.00,26954.00,4.00,1.00,11.00,0.00,0.00
1985.00,1.00,0.00,22327.00,5.00,4.00,8.00,2.00,0.00
1965.00,1.00,1.00,44393.00,24.00,2.00,20.00,2.00,2.00
1952.00,3.00,0.00,62000.00,899.00,0.00,101.00,0.00,0.00
1962.00,3.00,1.00,31497.00,108.00,1.00,28.00,13.00,1.00
1974.00,2.00,1.00,45894.00,27.00,2.00,7.00,0.00,2.00
1970.00,2.00,2.00,78579.00,816.00,66.00,549.00,216.00,66.00
1969.00,2.00,3.00,67369.00,1298.00,0.00,70.00,37.00,14.00
1960.00,1.00,2.00,58401.00,10.00,0.00,11.00,17.00,29.00
1952.00,1.00,0.00,62307.00,87.00,13.00,34.00,10.00,6.00
1969.00,2.00,1.00,43641.00,57.00,2.00,51.00,4.00,2.00
1968.00,2.00,2.00,63841.00,635.00,15.00,100.00,20.00,7.00
1965.00,2.00,1.00,46891.00,43.00,12.00,23.00,29.00,15.00
1969.00,2.00,1.00,70091.00,964.00,34.00,137.00,15.00,0.00
1972.00,3.00,1.00,78075.00,572.00,8.00,259.00,34.00,35.00
1961.00,2.00,3.00,59184.00,341.00,142.00,113.00,259.00,151.00
1977.00,1.00,1.00,54809.00,63.00,6.00,57.00,13.00,13.00
1959.00,1.00,1.00,58113.00,221.00,104.00,169.00,102.00,78.00
1958.00,2.00,1.00,51412.00,140.00,3.00,29.00,4.00,5.00
1979.00,1.00,2.00,15287.00,1.00,2.00,8.00,4.00,3.00
1957.00,2.00,1.00,66636.00,291.00,10.00,689.00,84.00,10.00
1956.00,2.00,1.00,50965.00,544.00,13.00,85.00,8.00,6.00
1965.00,3.00,1.00,84618.00,684.00,100.00,801.00,21.00,66.00
1990.00,1.00,1.00,18351.00,1.00,12.00,9.00,0.00,14.00
1957.00,3.00,1.00,40451.00,35.00,0.00,4.00,0.00,0.00
1965.00,1.00,1.00,36317.00,87.00,3.00,25.00,3.00,2.00
1957.00,1.00,1.00,42213.00,309.00,3.00,24.00,4.00,3.00
1955.00,1.00,1.00,65748.00,172.00,73.00,93.00,95.00,78.00
1972.00,1.00,1.00,77044.00,625.00,38.00,242.00,50.00,34.00
1969.00,1.00,1.00,74918.00,972.00,59.00,913.00,25.00,19.00
1972.00,1.00,1.00,56721.00,157.00,6.00,39.00,6.00,13.00
1975.00,1.00,0.00,42160.00,48.00,9.00,45.00,3.00,15.00
1965.00,1.00,0.00,61559.00,279.00,83.00,88.00,32.00,14.00
1963.00,3.00,1.00,33629.00,132.00,0.00,16.00,0.00,0.00
1991.00,3.00,1.00,68682.00,919.00,0.00,505.00,99.00,30.00
1963.00,1.00,0.00,34377.00,62.00,0.00,22.00,3.00,1.00
1986.00,0.00,0.00,8940.00,1.00,45.00,3.00,4.00,6.00
1973.00,1.00,1.00,26228.00,2.00,6.00,4.00,3.00,1.00
1957.00,2.00,2.00,77297.00,408.00,61.00,109.00,48.00,122.00
1981.00,1.00,1.00,40211.00,51.00,1.00,7.00,2.00,1.00
1958.00,3.00,3.00,33438.00,62.00,1.00,16.00,3.00,2.00
1959.00,3.00,1.00,75032.00,952.00,12.00,180.00,47.00,12.00
1955.00,3.00,0.00,61284.00,618.00,15.00,106.00,20.00,7.00
1986.00,1.00,1.00,22518.00,11.00,7.00,12.00,2.00,2.00
1975.00,2.00,1.00,54730.00,318.00,3.00,17.00,4.00,7.00
1955.00,2.00,1.00,38452.00,56.00,0.00,14.00,0.00,0.00
1971.00,1.00,2.00,44421.00,110.00,5.00,59.00,7.00,1.00
1986.00,3.00,1.00,38197.00,23.00,0.00,11.00,2.00,1.00
1978.00,1.00,2.00,41986.00,27.00,5.00,8.00,8.00,3.00
1983.00,1.00,1.00,28427.00,18.00,3.00,19.00,3.00,3.00
1976.00,3.00,1.00,37395.00,18.00,0.00,9.00,0.00,1.00
1971.00,1.00,1.00,64722.00,303.00,0.00,280.00,60.00,147.00
1956.00,2.00,1.00,55249.00,97.00,1.00,19.00,2.00,0.00
1972.00,1.00,1.00,84906.00,997.00,15.00,414.00,99.00,30.00
1989.00,1.00,1.00,28691.00,5.00,4.00,13.00,8.00,0.00
1952.00,1.00,0.00,44213.00,95.00,11.00,35.00,0.00,4.00
1984.00,0.00,0.00,25707.00,1.00,6.00,2.00,3.00,6.00
1967.00,3.00,1.00,59062.00,46.00,1.00,12.00,3.00,0.00
1962.00,1.00,0.00,76624.00,411.00,106.00,147.00,54.00,115.00
1947.00,2.00,1.00,66000.00,244.00,51.00,270.00,101.00,0.00
1978.00,3.00,1.00,27683.00,152.00,9.00,121.00,12.00,12.00
1971.00,1.00,2.00,1730.00,1.00,1.00,3.00,1.00,1.00
1992.00,0.00,0.00,7500.00,10.00,17.00,18.00,8.00,26.00
1968.00,1.00,1.00,40521.00,12.00,0.00,5.00,0.00,0.00
1973.00,3.00,1.00,20427.00,5.00,0.00,4.00,0.00,0.00
1975.00,1.00,1.00,65106.00,790.00,19.00,133.00,12.00,0.00
1965.00,3.00,1.00,69969.00,882.00,29.00,514.00,38.00,29.00
1952.00,1.00,1.00,67433.00,615.00,28.00,259.00,12.00,48.00
1967.00,3.00,1.00,77766.00,1004.00,59.00,265.00,115.00,59.00
1972.00,1.00,1.00,74716.00,133.00,27.00,421.00,13.00,195.00
1963.00,1.00,2.00,68118.00,595.00,23.00,123.00,10.00,23.00
1970.00,3.00,1.00,55158.00,293.00,0.00,87.00,4.00,11.00
1955.00,2.00,1.00,62972.00,313.00,15.00,47.00,20.00,0.00
1975.00,1.00,1.00,74190.00,151.00,81.00,86.00,168.00,91.00
1976.00,1.00,1.00,39356.00,15.00,0.00,2.00,0.00,0.00
1969.00,1.00,1.00,76653.00,736.00,63.00,946.00,219.00,189.00
1973.00,3.00,2.00,35860.00,15.00,0.00,8.00,4.00,2.00
1983.00,3.00,2.00,90687.00,982.00,17.00,672.00,23.00,34.00
1982.00,2.00,1.00,73450.00,1142.00,51.00,415.00,90.00,69.00
1960.00,1.00,1.00,31454.00,28.00,0.00,11.00,0.00,0.00
1952.00,1.00,0.00,47139.00,46.00,0.00,12.00,0.00,2.00
1975.00,1.00,2.00,83829.00,897.00,161.00,430.00,186.00,161.00
1963.00,3.00,1.00,53378.00,489.00,6.00,152.00,8.00,6.00
1970.00,1.00,1.00,19656.00,25.00,4.00,9.00,6.00,8.00
1948.00,3.00,1.00,45579.00,145.00,1.00,33.00,2.00,1.00
1958.00,2.00,0.00,85485.00,630.00,26.00,611.00,44.00,18.00
1944.00,1.00,1.00,55956.00,760.00,38.00,104.00,50.00,9.00
1963.00,2.00,0.00,64191.00,420.00,15.00,186.00,151.00,38.00
1972.00,1.00,0.00,38808.00,125.00,17.00,52.00,3.00,19.00
1966.00,2.00,1.00,57183.00,464.00,5.00,64.00,7.00,0.00
1968.00,2.00,2.00,23748.00,6.00,6.00,29.00,12.00,15.00
1971.00,1.00,1.00,66303.00,1090.00,12.00,96.00,16.00,12.00
1975.00,2.00,1.00,37368.00,3.00,2.00,11.00,2.00,2.00
1964.00,1.00,1.00,40800.00,24.00,0.00,27.00,8.00,30.00
1978.00,1.00,2.00,71847.00,737.00,21.00,106.00,55.00,63.00
1975.00,1.00,1.00,46149.00,254.00,6.00,71.00,4.00,0.00
1983.00,1.00,1.00,78687.00,817.00,185.00,687.00,145.00,55.00
1971.00,2.00,2.00,49118.00,620.00,54.00,239.00,99.00,98.00
1957.00,3.00,1.00,37633.00,13.00,4.00,20.00,0.00,0.00
1951.00,2.00,1.00,39767.00,113.00,61.00,204.00,34.00,26.00
1951.00,0.00,1.00,26997.00,7.00,23.00,78.00,133.00,49.00
1970.00,1.00,2.00,33986.00,16.00,2.00,18.00,2.00,1.00
1972.00,3.00,1.00,57091.00,462.00,0.00,24.00,6.00,0.00
1969.00,2.00,1.00,46831.00,22.00,2.00,10.00,6.00,4.00
1972.00,2.00,1.00,83151.00,968.00,147.00,842.00,137.00,42.00
1971.00,1.00,1.00,52531.00,283.00,112.00,151.00,51.00,72.00
1956.00,1.00,1.00,15759.00,1.00,2.00,5.00,6.00,0.00
1971.00,1.00,0.00,22804.00,14.00,1.00,7.00,2.00,1.00
1973.00,2.00,1.00,43050.00,30.00,5.00,24.00,6.00,3.00
1977.00,3.00,0.00,42997.00,4.00,0.00,5.00,0.00,1.00
1963.00,3.00,0.00,48918.00,52.00,0.00,9.00,0.00,0.00
1954.00,2.00,1.00,60033.00,62.00,1.00,57.00,19.00,11.00
1978.00,3.00,1.00,34043.00,20.00,2.00,14.00,3.00,0.00
1966.00,1.00,1.00,57811.00,545.00,7.00,114.00,37.00,21.00
1946.00,1.00,1.00,78569.00,558.00,79.00,622.00,207.00,175.00
1978.00,1.00,0.00,7500.00,6.00,5.00,4.00,13.00,4.00
1971.00,2.00,1.00,157733.00,39.00,1.00,9.00,2.00,0.00
1953.00,1.00,1.00,94384.00,1111.00,24.00,790.00,160.00,45.00
1985.00,2.00,1.00,23148.00,4.00,6.00,8.00,6.00,3.00
1970.00,1.00,2.00,44267.00,183.00,5.00,65.00,3.00,5.00
1979.00,1.00,1.00,71626.00,546.00,72.00,376.00,94.00,145.00
1966.00,1.00,1.00,60894.00,606.00,7.00,155.00,10.00,0.00
1976.00,1.00,1.00,50200.00,266.00,6.00,51.00,8.00,6.00
1965.00,3.00,1.00,81051.00,1142.00,29.00,249.00,38.00,29.00
1982.00,1.00,1.00,65169.00,1074.00,0.00,69.00,0.00,0.00
1972.00,1.00,1.00,59868.00,771.00,51.00,154.00,54.00,10.00
1960.00,3.00,1.00,65695.00,371.00,32.00,189.00,0.00,58.00
1956.00,2.00,0.00,64857.00,556.00,14.00,717.00,210.00,0.00
1965.00,2.00,1.00,45143.00,202.00,5.00,74.00,11.00,5.00
1955.00,2.00,1.00,74805.00,209.00,162.00,209.00,41.00,162.00
1989.00,2.00,1.00,59060.00,35.00,40.00,111.00,36.00,40.00
1962.00,3.00,0.00,27238.00,37.00,0.00,17.00,0.00,0.00
1965.00,1.00,1.00,47009.00,171.00,45.00,73.00,59.00,10.00
1973.00,2.00,1.00,46094.00,12.00,2.00,20.00,3.00,2.00
1972.00,1.00,1.00,40321.00,44.00,4.00,21.00,6.00,0.00
1984.00,1.00,1.00,37235.00,20.00,2.00,9.00,4.00,6.00
1960.00,2.00,1.00,81843.00,779.00,86.00,537.00,34.00,69.00
1958.00,2.00,1.00,46692.00,170.00,6.00,97.00,24.00,12.00
1968.00,1.00,1.00,77382.00,491.00,48.00,231.00,112.00,105.00
1977.00,1.00,0.00,37774.00,173.00,8.00,107.00,7.00,2.00
1974.00,0.00,1.00,18393.00,7.00,10.00,13.00,16.00,0.00
1962.00,2.00,1.00,72828.00,1205.00,0.00,235.00,19.00,14.00
1982.00,1.00,1.00,24711.00,10.00,7.00,25.00,6.00,3.00
1975.00,3.00,1.00,45503.00,97.00,4.00,44.00,6.00,1.00
1982.00,2.00,0.00,6560.00,67.00,11.00,26.00,4.00,3.00
1945.00,3.00,1.00,71604.00,345.00,53.00,528.00,98.00,75.00
1979.00,1.00,1.00,27244.00,6.00,5.00,17.00,3.00,24.00
1969.00,1.00,1.00,48752.00,73.00,57.00,100.00,71.00,15.00
1962.00,1.00,1.00,71434.00,711.00,36.00,217.00,172.00,96.00
1948.00,1.00,0.00,90842.00,774.00,70.00,118.00,182.00,187.00
1978.00,2.00,1.00,88097.00,163.00,0.00,480.00,0.00,126.00
1975.00,1.00,1.00,51948.00,82.00,33.00,54.00,71.00,30.00
1982.00,1.00,1.00,71853.00,358.00,108.00,413.00,141.00,97.00
1983.00,2.00,1.00,35876.00,66.00,2.00,40.00,4.00,3.00
1952.00,1.00,3.00,40049.00,13.00,6.00,7.00,0.00,3.00
1982.00,1.00,0.00,39660.00,139.00,13.00,78.00,20.00,13.00
1962.00,1.00,1.00,50127.00,274.00,0.00,21.00,4.00,6.00
1977.00,2.00,1.00,43263.00,262.00,6.00,61.00,0.00,10.00
1949.00,2.00,1.00,62845.00,1099.00,0.00,45.00,0.00,0.00
1990.00,1.00,1.00,18929.00,32.00,0.00,8.00,23.00,4.00
1982.00,0.00,0.00,24367.00,2.00,4.00,2.00,0.00,11.00
1975.00,1.00,0.00,33249.00,6.00,10.00,21.00,19.00,14.00
1959.00,2.00,1.00,26887.00,6.00,7.00,4.00,3.00,4.00
1983.00,3.00,1.00,50150.00,135.00,46.00,92.00,65.00,61.00
1976.00,1.00,1.00,62061.00,641.00,7.00,84.00,0.00,30.00
1962.00,3.00,2.00,85696.00,714.00,76.00,395.00,116.00,0.00
1956.00,3.00,1.00,76542.00,794.00,73.00,573.00,0.00,29.00
1993.00,1.00,0.00,70515.00,420.00,0.00,452.00,182.00,64.00
1987.00,1.00,1.00,18227.00,1.00,2.00,7.00,4.00,3.00
1965.00,1.00,1.00,69139.00,86.00,12.00,75.00,33.00,15.00
1982.00,1.00,1.00,69109.00,823.00,25.00,459.00,124.00,29.00
1962.00,1.00,0.00,69627.00,231.00,161.00,215.00,171.00,30.00
1978.00,1.00,1.00,38136.00,8.00,15.00,27.00,0.00,20.00
1946.00,3.00,0.00,62159.00,182.00,17.00,259.00,77.00,70.00
1963.00,1.00,0.00,80695.00,557.00,129.00,984.00,193.00,37.00
1971.00,2.00,0.00,33316.00,79.00,1.00,31.00,4.00,4.00
1968.00,1.00,1.00,58554.00,368.00,24.00,68.00,38.00,0.00
1992.00,0.00,1.00,17256.00,6.00,4.00,14.00,8.00,8.00
1974.00,1.00,2.00,53034.00,160.00,15.00,196.00,15.00,11.00
1950.00,2.00,1.00,52203.00,488.00,21.00,238.00,56.00,108.00
1977.00,2.00,2.00,59601.00,691.00,7.00,69.00,0.00,7.00
1958.00,2.00,0.00,75154.00,543.00,10.00,205.00,160.00,143.00
1976.00,1.00,0.00,47025.00,254.00,7.00,108.00,20.00,0.00
1973.00,1.00,1.00,37971.00,5.00,4.00,10.00,2.00,2.00
1968.00,2.00,2.00,41335.00,112.00,19.00,21.00,16.00,14.00
1958.00,1.00,1.00,67267.00,134.00,11.00,59.00,15.00,2.00
1975.00,1.00,0.00,57338.00,143.00,6.00,52.00,11.00,8.00
1960.00,2.00,1.00,50523.00,51.00,4.00,24.00,4.00,7.00
1965.00,2.00,0.00,35791.00,27.00,0.00,5.00,0.00,0.00
1960.00,3.00,2.00,50611.00,459.00,0.00,24.00,6.00,0.00
1969.00,3.00,1.00,56242.00,689.00,8.00,167.00,11.00,8.00
1960.00,1.00,0.00,48904.00,283.00,10.00,38.00,0.00,13.00
1975.00,1.00,0.00,56243.00,347.00,0.00,35.00,4.00,3.00
1985.00,1.00,1.00,21355.00,5.00,13.00,14.00,0.00,5.00
1971.00,2.00,1.00,57420.00,280.00,0.00,18.00,0.00,0.00
1970.00,2.00,1.00,0.00,187.00,5.00,65.00,26.00,20.00
1955.00,2.00,2.00,46390.00,95.00,14.00,64.00,2.00,9.00
1956.00,2.00,1.00,54342.00,84.00,10.00,34.00,11.00,10.00
1958.00,1.00,1.00,0.00,19.00,4.00,12.00,2.00,2.00
1964.00,2.00,0.00,0.00,5.00,1.00,9.00,2.00,0.00
1973.00,1.00,1.00,20895.00,18.00,3.00,17.00,3.00,0.00
1948.00,1.00,1.00,92344.00,992.00,24.00,694.00,51.00,19.00
1972.00,3.00,1.00,0.00,25.00,1.00,13.00,0.00,0.00
1976.00,2.00,1.00,26907.00,9.00,1.00,7.00,0.00,3.00
1980.00,1.00,1.00,44964.00,19.00,1.00,17.00,2.00,0.00
1979.00,1.00,1.00,75507.00,709.00,93.00,374.00,104.00,80.00
1972.00,2.00,1.00,53761.00,158.00,0.00,76.00,13.00,7.00
1973.00,1.00,1.00,22682.00,10.00,14.00,29.00,4.00,2.00
1972.00,3.00,1.00,38887.00,25.00,1.00,13.00,0.00,0.00
1975.00,2.00,0.00,41658.00,8.00,4.00,12.00,15.00,4.00
1972.00,3.00,1.00,29791.00,14.00,0.00,6.00,0.00,0.00
1956.00,2.00,1.00,63915.00,622.00,7.00,115.00,30.00,0.00
1974.00,1.00,2.00,39996.00,11.00,0.00,3.00,0.00,0.00
1972.00,1.00,2.00,26759.00,25.00,3.00,16.00,8.00,5.00
1968.00,2.00,2.00,63841.00,635.00,15.00,100.00,20.00,7.00
1969.00,3.00,1.00,51039.00,100.00,64.00,79.00,65.00,0.00
1961.00,1.00,1.00,60544.00,201.00,2.00,43.00,3.00,5.00
1972.00,1.00,1.00,65685.00,642.00,14.00,49.00,0.00,7.00
1953.00,1.00,1.00,37716.00,97.00,1.00,41.00,6.00,2.00
1957.00,1.00,0.00,36864.00,204.00,5.00,39.00,17.00,0.00
1970.00,2.00,1.00,44511.00,513.00,7.00,133.00,46.00,14.00
1967.00,3.00,1.00,36947.00,88.00,3.00,21.00,4.00,1.00
1951.00,2.00,1.00,47352.00,172.00,12.00,112.00,8.00,0.00
1953.00,2.00,1.00,67087.00,329.00,35.00,222.00,130.00,35.00
1950.00,1.00,1.00,57045.00,296.00,13.00,104.00,11.00,13.00
1953.00,3.00,2.00,36957.00,100.00,2.00,16.00,2.00,1.00
1977.00,3.00,1.00,69389.00,422.00,7.00,238.00,69.00,46.00
1972.00,1.00,1.00,80134.00,1218.00,16.00,272.00,104.00,0.00
1969.00,2.00,1.00,43142.00,5.00,1.00,7.00,2.00,1.00
1944.00,1.00,1.00,80589.00,507.00,93.00,520.00,242.00,40.00
1990.00,1.00,0.00,34412.00,52.00,12.00,50.00,4.00,36.00
1979.00,1.00,0.00,57537.00,191.00,56.00,139.00,51.00,8.00
1966.00,0.00,1.00,22634.00,2.00,23.00,11.00,8.00,6.00
1948.00,1.00,1.00,51315.00,68.00,28.00,39.00,16.00,30.00
1972.00,1.00,1.00,36026.00,20.00,4.00,10.00,6.00,4.00
1973.00,1.00,1.00,24639.00,20.00,3.00,16.00,0.00,4.00
1972.00,3.00,1.00,34578.00,7.00,0.00,1.00,0.00,0.00
1972.00,2.00,0.00,65704.00,279.00,172.00,74.00,38.00,8.00
1966.00,1.00,0.00,63810.00,977.00,12.00,253.00,16.00,12.00
1969.00,3.00,1.00,54132.00,30.00,1.00,8.00,0.00,0.00
1959.00,1.00,1.00,18690.00,6.00,1.00,7.00,23.00,4.00
1970.00,1.00,1.00,28164.00,3.00,18.00,26.00,11.00,8.00
1974.00,3.00,1.00,34596.00,14.00,0.00,2.00,0.00,0.00
1972.00,3.00,1.00,43269.00,10.00,1.00,7.00,0.00,0.00
1958.00,2.00,0.00,38741.00,7.00,10.00,17.00,8.00,6.00
1972.00,1.00,0.00,31907.00,33.00,87.00,64.00,175.00,16.00
1983.00,2.00,1.00,27100.00,12.00,0.00,13.00,2.00,0.00
1973.00,2.00,2.00,31163.00,2.00,3.00,10.00,11.00,2.00
1985.00,1.00,1.00,92533.00,693.00,21.00,118.00,110.00,147.00
1973.00,1.00,0.00,34853.00,9.00,3.00,15.00,2.00,3.00
1967.00,1.00,2.00,70844.00,129.00,26.00,67.00,3.00,67.00
1979.00,2.00,1.00,31086.00,16.00,2.00,11.00,3.00,0.00
1961.00,1.00,1.00,60544.00,201.00,2.00,43.00,3.00,5.00
1986.00,2.00,1.00,20491.00,5.00,4.00,5.00,4.00,2.00
1964.00,1.00,1.00,42523.00,14.00,36.00,11.00,3.00,26.00
1983.00,1.00,1.00,39922.00,29.00,12.00,59.00,19.00,1.00
1952.00,1.00,1.00,33402.00,26.00,2.00,19.00,10.00,5.00
1949.00,2.00,1.00,36408.00,9.00,1.00,4.00,3.00,2.00
1979.00,1.00,1.00,21645.00,14.00,0.00,23.00,4.00,5.00
1948.00,2.00,3.00,78427.00,972.00,19.00,595.00,180.00,26.00
1946.00,1.00,1.00,82657.00,966.00,168.00,672.00,246.00,105.00
1958.00,1.00,1.00,51876.00,99.00,27.00,102.00,28.00,48.00
1971.00,2.00,1.00,78041.00,482.00,35.00,553.00,72.00,160.00
1957.00,1.00,1.00,52852.00,714.00,8.00,99.00,11.00,0.00
1982.00,3.00,1.00,70038.00,587.00,54.00,348.00,71.00,54.00
1973.00,2.00,1.00,69401.00,399.00,27.00,159.00,58.00,8.00
1972.00,1.00,1.00,46053.00,56.00,10.00,92.00,19.00,7.00
1965.00,1.00,1.00,77343.00,227.00,151.00,573.00,98.00,54.00
1953.00,1.00,0.00,73892.00,703.00,102.00,601.00,0.00,58.00
1967.00,3.00,0.00,40304.00,37.00,0.00,17.00,0.00,0.00
1965.00,3.00,1.00,32727.00,167.00,13.00,180.00,86.00,13.00
1969.00,1.00,1.00,68695.00,458.00,81.00,356.00,106.00,50.00
1971.00,1.00,2.00,43300.00,91.00,3.00,52.00,2.00,1.00
1972.00,1.00,1.00,26290.00,15.00,8.00,16.00,11.00,5.00
1970.00,1.00,0.00,93790.00,1302.00,68.00,731.00,89.00,114.00
1974.00,3.00,1.00,38410.00,153.00,64.00,123.00,116.00,64.00
1950.00,2.00,3.00,64866.00,508.00,5.00,21.00,7.00,5.00
1959.00,1.00,1.00,57957.00,290.00,59.00,177.00,77.00,5.00
1955.00,3.00,1.00,46015.00,38.00,0.00,2.00,0.00,0.00
1978.00,1.00,1.00,16531.00,2.00,13.00,6.00,7.00,5.00
1986.00,2.00,1.00,28072.00,30.00,0.00,10.00,2.00,0.00
1963.00,2.00,2.00,49476.00,386.00,23.00,95.00,54.00,41.00
